iter	MultiClass
575	0.637747128
576	0.636532557
577	0.6353743196
578	0.6346034749
579	0.6331752491
580	0.6325323077
581	0.6317192199
582	0.6310286516
583	0.630026439
584	0.6294517282
585	0.6286593734
586	0.6272630599
587	0.6261671252
588	0.6249787114
589	0.6241627017
590	0.6236674737
591	0.6229157572
592	0.6220626735
593	0.620683236
594	0.6195969704
595	0.6188710957
596	0.6178703076
597	0.616530301
598	0.6153546643
599	0.6144263643
600	0.6133581506
601	0.61240956
602	0.6112198485
603	0.6103735005
604	0.609166113
605	0.6083159425
606	0.6072679296
607	0.6064262754
608	0.6057016484
609	0.6048791153
610	0.6041243231
611	0.6031569273
612	0.6024634041
613	0.6012442723
614	0.6003902275
615	0.5994924093
616	0.5984310705
617	0.5974351928
618	0.5964593158
619	0.5951832089
620	0.593986902
621	0.593113687
622	0.5924760397
623	0.5915776652
624	0.5907112955
625	0.5895916605
626	0.5883391949
627	0.5873794992
628	0.5857608835
629	0.5847370388
630	0.5836736833
631	0.5825889
632	0.581926716
633	0.5812396452
634	0.5802182188
635	0.579131467
636	0.5781952721
637	0.5776227664
638	0.5768000374
639	0.5754185269
640	0.5744649079
641	0.5736130594
642	0.5723852286
643	0.5709717454
644	0.5699302112
645	0.5687243564
646	0.5677389964
647	0.5669963419
648	0.5665019706
649	0.5658599083
650	0.5646963984
651	0.5637878142
652	0.5626548846
653	0.5620096953
654	0.5613774053
655	0.560633283
656	0.5595926786
657	0.5585105205
658	0.5577079873
659	0.5566555989
660	0.5558263544
661	0.5547685659
662	0.5538946586
663	0.5531299608
664	0.5517736032
665	0.5508599967
666	0.5501567039
667	0.549255272
668	0.5481458034
669	0.5469552953
670	0.5456485436
671	0.54480927
672	0.544600892
673	0.5437819298
674	0.5429502997
675	0.5419657403
676	0.5407659803
677	0.5400584702
678	0.5394653634
679	0.5390385407
680	0.5379513948
681	0.5364599069
682	0.5355130291
683	0.534837078
684	0.5343876332
685	0.5334242244
686	0.5327633659
687	0.5318041595
688	0.5310778615
689	0.5301362658
690	0.5289829668
691	0.5280920953
692	0.5275478026
693	0.5265211816
694	0.526062335
695	0.525221955
696	0.5244641276
697	0.5236078527
698	0.5226778823
699	0.5215839718
700	0.5205057153
701	0.5199232604
702	0.51917883
703	0.5189672168
704	0.5178970479
705	0.5172807585
706	0.5164764661
707	0.5153553148
708	0.5144121865
709	0.5134086063
710	0.5122419687
711	0.5114516492
712	0.5108270004
713	0.510323537
714	0.5099111246
715	0.5091699699
716	0.5081394769
717	0.5075382693
718	0.5061630528
719	0.5054347729
720	0.5044363791
721	0.5034151395
722	0.5020432308
723	0.5016096458
724	0.5009574128
725	0.5003528561
726	0.4995796807
727	0.4986023928
728	0.4982093535
729	0.4975409019
730	0.4964041574
731	0.4954503394
732	0.4946911481
733	0.4939099809
734	0.4932823584
735	0.492844851
736	0.4923134619
737	0.4918610711
738	0.4909373327
739	0.4901911108
740	0.4898170005
741	0.489165431
742	0.4880489619
743	0.4869905259
744	0.4859615433
745	0.4851706595
746	0.4845962509
747	0.4839252268
748	0.4833614304
749	0.4828710955
750	0.4822571178
751	0.4817784207
752	0.480845233
753	0.4798266957
754	0.4791095374
755	0.4780757675
756	0.4772138747
757	0.4761495965
758	0.4752665804
759	0.474540818
760	0.4737464452
761	0.472723171
762	0.4721719135
763	0.4712414069
764	0.4700211826
765	0.4692337028
766	0.4686168026
767	0.4676917531
768	0.4669322352
769	0.466252518
770	0.4651780901
771	0.4644817896
772	0.4637507478
773	0.4626607485
774	0.4618201396
775	0.4612411589
776	0.4604658571
777	0.4599819892
778	0.4590632066
779	0.4586260943
780	0.4576866093
781	0.457055101
782	0.4562899559
783	0.4554331123
784	0.4547531267
785	0.4544476177
786	0.453744819
787	0.4527000597
788	0.4519289292
789	0.4516680792
790	0.451058542
791	0.4500207909
792	0.4492238531
793	0.4486122773
794	0.4475493819
795	0.4470527582
796	0.4466475304
797	0.4460679856
798	0.4451768036
799	0.4445095439
800	0.4440667902
801	0.4428823442
802	0.4420942351
803	0.4410957508
804	0.4405928666
805	0.4397579387
806	0.4390996292
807	0.4385112375
808	0.4378950989
809	0.4370814692
810	0.4360551143
811	0.43541744
812	0.4348528628
813	0.4343952846
814	0.4336949392
815	0.4328611077
816	0.4320477613
817	0.4312871741
818	0.4301578428
819	0.4295180366
820	0.4286133838
821	0.4281527393
822	0.4275220288
823	0.4267178147
824	0.4259761101
825	0.4250710131
826	0.4244661328
827	0.4235965114
828	0.422690374
829	0.4220788854
830	0.4210644685
831	0.4203434806
832	0.4198442192
833	0.4192758526
834	0.4187834059
835	0.4181616006
836	0.4172566874
837	0.4167199771
838	0.4156889466
839	0.4151601159
840	0.4140703193
841	0.4133033341
842	0.4128556707
843	0.4123092939
844	0.4119231127
845	0.4113391812
846	0.4105594698
847	0.4095488019
848	0.4092479848
849	0.4088350383
850	0.4078753446
851	0.4068448028
852	0.4061889725
853	0.4058797573
854	0.404962603
855	0.4045761255
856	0.4044116501
857	0.4035935312
858	0.4031095163
859	0.4024616619
860	0.401916865
861	0.4016201567
862	0.400692021
863	0.4001509754
864	0.3992206562
865	0.3985484777
866	0.3979802898
867	0.3975236554
868	0.3971502139
869	0.3965160473
870	0.3958013195
871	0.3954942027
872	0.394685743
873	0.3942691625
874	0.3938792577
875	0.3935542301
876	0.3929018952
877	0.3927124
878	0.3918662275
879	0.3913109243
880	0.3907252573
881	0.3898909551
882	0.3891910516
883	0.3884364534
884	0.3879056745
885	0.3874270566
886	0.3867926697
887	0.3862495348
888	0.385184753
889	0.3842129874
890	0.3835233915
891	0.3825464224
892	0.3822514534
893	0.3815406305
894	0.3810070447
895	0.3800949151
896	0.3794333635
897	0.3786374568
898	0.3779286877
899	0.3773708469
900	0.3768032647
901	0.3761666815
902	0.3753913876
903	0.3748254011
904	0.3743190653
905	0.3738805118
906	0.3734329439
907	0.3731536792
908	0.372488876
909	0.3720088031
910	0.3711566895
911	0.3709118752
912	0.3702574547
913	0.3695775328
914	0.3687913683
915	0.3680638165
916	0.3674835844
917	0.3671405385
918	0.366313398
919	0.3655569722
920	0.3652286144
921	0.3643685661
922	0.3636701926
923	0.3628306308
924	0.3622819943
925	0.3617760687
926	0.3610203392
927	0.3601582254
928	0.359654857
929	0.359506538
930	0.3591910212
931	0.358839926
932	0.3584659688
933	0.3580219409
934	0.3571018759
935	0.3567762766
936	0.3561210512
937	0.3556005896
938	0.3551422824
939	0.3547075088
940	0.3543238948
941	0.3537164999
942	0.3529908063
943	0.3522945313
944	0.3515170348
945	0.3506787084
946	0.3499904272
947	0.3493773602
948	0.3489821308
949	0.3482726097
950	0.3474165881
951	0.3469954822
952	0.3463507859
953	0.3457165016
954	0.3449405097
955	0.3443688954
956	0.3438485025
957	0.3432603712
958	0.3428393675
959	0.3423148883
960	0.3413940342
961	0.3409271629
962	0.340416653
963	0.339814929
964	0.3391827485
965	0.3387975643
966	0.3381844666
967	0.337395715
968	0.3370046036
969	0.336445199
970	0.3360963313
971	0.3357413037
972	0.3352711716
973	0.3346042123
974	0.3340424388
975	0.333478583
976	0.3329793975
977	0.3322962662
978	0.3315445441
979	0.3313026452
980	0.3308917785
981	0.3303685485
982	0.3299814416
983	0.3293131849
984	0.3291432848
985	0.3285965159
986	0.3281179104
987	0.3274016238
988	0.3270658052
989	0.3266146162
990	0.3259127186
991	0.3253303186
992	0.3245465138
993	0.3241637702
994	0.3239048754
995	0.3235300123
996	0.3228510061
997	0.322432577
998	0.3218551174
999	0.3215507827
